property_type,society,sector,price,area,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,paras quartier,gwal pahari,5.9,5350.0,11028.0,Super Built up area 5350(497.03 sq.m.),4,4,3+,19.0,East,New Property,5350.0,,,1,1,1,1,0,1,160,1337.5
flat,shapoorji pallonji joyville gurugram,sector 102,1.25,1266.0,9874.0,Super Built up area 1215(112.88 sq.m.),2,2,2,0.0,East,Relatively New,1215.0,,,0,0,0,0,0,2,79,633.0
flat,shree vardhman flora,sector 90,0.95,1500.0,6333.0,Carpet area: 1500 (139.35 sq.m.),3,3,3,9.0,South-East,Relatively New,,,1500.0,0,1,0,0,0,2,90,500.0
flat,pareena coban residences,sector 99a,1.4,1997.0,7011.0,Super Built up area 1997(185.53 sq.m.),3,5,3+,6.0,,New Property,1997.0,,,0,0,0,0,0,2,15,665.6666666666666
flat,alpha corp gurgaonone,sector 84,1.52,1923.0,7904.0,Super Built up area 1923(178.65 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,4,3,15.0,South,Relatively New,1923.0,,1500.0,0,1,0,0,0,2,92,641.0
flat,vatika city,sector 49,1.72,2200.0,7818.0,Carpet area: 2200 (204.39 sq.m.),3,3,2,2.0,North-East,Old Property,,,2200.0,0,0,0,0,0,1,144,733.3333333333334
house,independent,sector 49,4.5,2880.0,15625.0,Plot area 320(267.56 sq.m.),8,8,3,3.0,North-East,Moderately Old,,2880.0,,1,1,1,1,0,0,151,360.0
flat,"m m residency, krishna colony, gurgaon",sector 7,0.54,917.0,5889.0,Carpet area: 900 (83.61 sq.m.),2,2,1,3.0,East,Relatively New,,,900.0,0,0,0,0,0,2,70,458.5
flat,vatika city,sector 49,2.1,2016.0,10417.0,Super Built up area 2015.58(187.25 sq.m.)Built Up area: 1604.25 sq.ft. (149.04 sq.m.),3,3,3,9.0,South,Moderately Old,2015.58,1604.25,,0,0,0,1,0,1,132,672.0
flat,sare crescent parc,sector 92,0.87,1750.0,4971.0,Super Built up area 1750(162.58 sq.m.),4,4,2,2.0,East,Moderately Old,1750.0,,,0,0,1,0,0,0,115,437.5
flat,indiabulls centrum park,sector 103,2.45,2875.0,8522.0,Super Built up area 2875(267.1 sq.m.),4,4,3,11.0,East,Relatively New,2875.0,,,1,1,1,1,0,2,38,718.75
flat,tulip violet,sector 69,1.4,1570.0,8917.0,Super Built up area 1568(145.67 sq.m.),3,3,1,12.0,East,Relatively New,1568.0,,,0,0,0,1,0,2,86,523.3333333333334
flat,signature global solera,sector 107,0.49,596.0,8221.0,Super Built up area 602(55.93 sq.m.)Built Up area: 598 sq.ft. (55.56 sq.m.),2,2,1,8.0,South-West,Relatively New,602.0,598.0,,0,0,0,0,1,0,49,298.0
flat,whiteland blissville,sector 76,1.92,1670.0,11497.0,Built Up area: 1672 (155.33 sq.m.)Carpet area: 940 sq.ft. (87.33 sq.m.),3,3,2,2.0,,Undefined,,1672.0,940.0,0,0,0,0,0,2,61,556.6666666666666
flat,whiteland blissville,sector 76,1.9,1672.0,11364.0,Super Built up area 1672(155.33 sq.m.),3,3,2,0.0,,Under Construction,1672.0,,,0,0,0,0,0,2,61,557.3333333333334
flat,aipl joy square,sector 63a,0.7,693.0,10101.0,Built Up area: 693 (64.38 sq.m.)Carpet area: 350 sq.ft. (32.52 sq.m.),1,1,0,7.0,,Undefined,,693.0,350.0,0,0,0,0,0,2,0,693.0
flat,tulip violet,sector 69,1.5,1400.0,10714.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,2,8.0,North-East,Relatively New,1578.0,,1400.0,0,0,0,1,0,1,174,466.6666666666667
flat,unitech the residences,sector 33,1.55,1570.0,9873.0,Super Built up area 1570(145.86 sq.m.),3,4,1,1.0,South,Relatively New,1570.0,,,0,1,0,0,0,2,37,523.3333333333334
flat,m3m skywalk,sector 74,1.47,1342.0,10954.0,Super Built up area 1415(131.46 sq.m.),2,2,3,26.0,,New Property,1415.0,,,0,0,0,0,0,1,31,671.0
flat,tulip violet,sector 69,1.32,1569.0,8413.0,Super Built up area 1568(145.67 sq.m.),3,3,1,12.0,South-East,Relatively New,1568.0,,,0,0,0,1,0,2,86,523.0
flat,tulip purple,sector 69,2.6,2400.0,10833.0,Super Built up area 2400(222.97 sq.m.),4,4,3+,4.0,,Moderately Old,2400.0,,,0,1,0,0,0,2,37,600.0
flat,m3m woodshire,sector 107,0.88,1366.0,6442.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,3.0,East,Relatively New,1366.0,,,0,0,0,0,0,2,99,683.0
house,independent,sector 28,11.25,3240.0,34722.0,Plot area 360(301.01 sq.m.),9,9,3+,2.0,North,Moderately Old,,3240.0,,0,1,1,1,0,1,126,360.0
flat,dlf new town heights,sector 90,1.9,2727.0,6967.0,Super Built up area 2727(253.35 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),4,4,3+,19.0,North-East,Relatively New,2727.0,,2300.0,0,1,1,0,0,1,174,681.75
house,independent,sector 56,2.99,1449.0,20635.0,Plot area 161(134.62 sq.m.),4,4,2,2.0,South,Moderately Old,,1449.0,,1,1,0,1,0,1,49,362.25
flat,ats tourmaline,sector 109,2.95,3150.0,9365.0,Super Built up area 3150(292.64 sq.m.),4,5,3+,10.0,North-East,Relatively New,3150.0,,,0,1,0,0,0,2,101,787.5
house,independent,sector 27,8.0,3042.0,26298.0,Plot area 338(282.61 sq.m.),9,9,3,4.0,North-East,Relatively New,,3042.0,,1,1,1,1,0,0,110,338.0
house,sector 14 rwa,sector 14,6.5,2500.0,26000.0,Plot area 2500(232.26 sq.m.),5,5,,4.0,not available,Moderately Old,,2500.0,,0,0,0,0,0,2,0,500.0
house,independent,sector 14,4.15,2250.0,18444.0,Plot area 250(209.03 sq.m.),5,4,2,2.0,North-West,Old Property,,2250.0,,0,0,0,0,0,1,51,450.0
flat,ild greens,sector 37c,0.78,1365.0,5714.0,Super Built up area 1365(126.81 sq.m.)Built Up area: 1068.1 sq.ft. (99.23 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,1.0,North,Moderately Old,1365.0,1068.1,900.0,0,0,0,0,0,1,103,682.5
flat,the lions cghs,sector 56,2.05,2150.0,9535.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),4,4,3,7.0,West,Relatively New,2150.0,2000.0,1950.0,0,1,0,0,1,1,49,537.5
flat,rof ananda,sector 95,0.38,644.0,5901.0,Carpet area: 644.12 (59.84 sq.m.),2,2,2,5.0,,Relatively New,,,644.111776,1,0,0,0,0,2,83,322.0
flat,dlf the ultima,sector 81,2.2,2103.0,10461.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1570 sq.ft. (145.86 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3,3,3+,5.0,East,Relatively New,2103.0,1570.0,1257.0,1,1,0,1,1,0,49,701.0
flat,supertech araville,sector 79,0.9,1530.0,5882.0,Super Built up area 1530(142.14 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),2,2,3,5.0,,Relatively New,1530.0,1450.0,1400.0,1,0,0,0,0,2,53,765.0
flat,indiabulls enigma,sector 110,3.7,3400.0,10882.0,Super Built up area 3400(315.87 sq.m.),4,5,3,7.0,South-West,Relatively New,3400.0,,,0,1,0,0,0,2,156,850.0
house,international city by sobha phase 1,sector 109,6.1,2430.0,25103.0,Plot area 270(225.75 sq.m.),5,6,3+,2.0,not available,Moderately Old,,2430.0,,0,1,0,0,0,2,30,486.0
flat,emaar gurgaon greens,sector 102,1.55,1650.0,9394.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,4,3,7.0,North,Relatively New,1650.0,,1022.58,0,1,0,0,0,1,152,550.0
flat,shree vardhman victoria,sector 70,1.07,1350.0,7926.0,Super Built up area 1350(125.42 sq.m.),2,2,3,8.0,North,Relatively New,1350.0,,,1,0,0,0,0,2,108,675.0
flat,ramprastha the edge towers,sector 37d,1.0,1770.0,5650.0,Super Built up area 1770(164.44 sq.m.),3,3,3+,13.0,,Moderately Old,1770.0,,,0,0,0,0,0,2,38,590.0
flat,saan verdante,sector 95,2.0,1965.0,10178.0,Super Built up area 1965(182.55 sq.m.)Carpet area: 1935 sq.ft. (179.77 sq.m.),3,4,3+,5.0,North,New Property,1965.0,,1935.0,0,1,0,0,0,2,49,655.0
flat,aipl club residences,sector 70a,0.95,930.0,10215.0,Built Up area: 930 (86.4 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),2,2,1,11.0,North-East,New Property,,930.0,730.0,0,0,0,0,0,1,103,465.0
flat,tulip violet,sector 69,1.55,1578.0,9823.0,Super Built up area 1578(146.6 sq.m.),3,3,2,0.0,West,Relatively New,1578.0,,,0,0,0,1,0,1,129,526.0
flat,ss,sector 85,2.17,2812.0,7717.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3,7.0,North,Relatively New,2812.0,2600.0,2400.0,1,1,0,1,0,2,49,703.0
flat,raheja atharva,sector 109,1.6,3008.0,5319.0,Built Up area: 3008 (279.45 sq.m.),4,1,0,0.0,,New Property,,3008.0,,0,0,0,0,0,2,0,752.0
house,unitech espace,sector 50,11.29,3240.0,34846.0,Plot area 360(301.01 sq.m.),5,5,3+,2.0,not available,Moderately Old,,3240.0,,1,0,0,1,0,2,21,648.0
house,satya the hermitage,sector 103,3.15,4700.0,6702.0,Built Up area: 4700 (436.64 sq.m.),4,5,,12.0,East,Undefined,,4700.0,,0,0,0,0,0,2,61,1175.0
flat,pivotal devaan apartments,sector 84,0.39,600.0,6500.0,Super Built up area 600(55.74 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),2,2,0,5.0,North,Undefined,600.0,,500.0,0,0,0,0,0,2,0,300.0
flat,kw royal court,sector 39,2.0,3200.0,6250.0,Carpet area: 3200 (297.29 sq.m.),5,4,3,9.0,East,Old Property,,,3200.0,0,1,0,0,0,0,49,640.0
house,independent,sector 70a,2.1,5400.0,3889.0,Carpet area: 600 (55.74 sq.m.),3,2,1,3.0,not available,New Property,,,600.0,0,0,0,0,0,2,0,1800.0
flat,gls avenue 51,sector 92,0.39,642.0,6075.0,Carpet area: 641.74 (59.62 sq.m.),3,3,3+,6.0,North,Relatively New,,,641.743718,0,0,0,0,0,2,104,214.0
flat,tulip violet,sector 69,1.44,1578.0,9125.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,2,1.0,South,Relatively New,1578.0,,1200.0,0,0,0,1,0,2,174,526.0
house,independent,sector 12,3.5,2367.0,14787.0,Plot area 263(24.43 sq.m.)Built Up area: 4800 sq.ft. (445.93 sq.m.)Carpet area: 4400 sq.ft. (408.77 sq.m.),8,8,3+,3.0,South-East,Relatively New,,4800.0,4400.0,1,1,0,1,0,0,77,295.875
flat,parsvnath exotica,sector 53,4.8,2895.0,16580.0,Super Built up area 2895(268.95 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,3+,8.0,North-East,Relatively New,2895.0,2500.0,2200.0,0,1,0,1,1,1,174,965.0
flat,tulip violet,sector 69,1.75,1970.0,8883.0,Super Built up area 1970(183.02 sq.m.),4,4,1,12.0,North-West,Relatively New,1970.0,,,0,0,0,0,0,2,86,492.5
flat,ss the leaf,sector 85,1.99,2298.0,8660.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2398 sq.ft. (222.78 sq.m.)Carpet area: 2298 sq.ft. (213.49 sq.m.),3,4,3+,17.0,East,Relatively New,2408.0,2398.0,2298.0,0,1,0,0,0,1,174,766.0
flat,shree vardhman flora,sector 90,0.7,1517.0,4614.0,Super Built up area 1352(125.6 sq.m.),2,2,3,9.0,North-East,New Property,1352.0,,,1,0,0,0,1,2,51,758.5
flat,godrej summit,sector 104,1.3,1647.0,7893.0,Super Built up area 1647(153.01 sq.m.),3,3,3,8.0,,New Property,1647.0,,,0,0,0,0,1,2,103,549.0
flat,unitech the residences,sector 33,1.35,1545.0,8738.0,Super Built up area 1545(143.54 sq.m.),3,4,2,8.0,North-East,Moderately Old,1545.0,,,0,1,0,0,0,2,49,515.0
flat,shree vardhman flora,sector 90,0.64,1300.0,4923.0,Super Built up area 1300(120.77 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3,6.0,East,Old Property,1300.0,,1100.0,1,0,0,0,0,2,103,650.0
house,unitech uniworld resorts,sector 33,10.0,4950.0,20202.0,Plot area 550(51.1 sq.m.),5,6,3,4.0,North-East,New Property,,550.0,,1,1,0,0,0,2,26,990.0
flat,bestech park view city,sector 48,2.65,2567.0,10323.0,Super Built up area 2567(238.48 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),4,4,3+,11.0,North-East,Moderately Old,2567.0,,1750.0,1,1,0,0,0,1,174,641.75
flat,parsvnath green ville,sector 48,1.6,1910.0,8377.0,Super Built up area 1910(177.44 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,13.0,North-West,Old Property,1910.0,1700.0,1600.0,0,0,0,0,1,1,119,636.6666666666666
flat,ats triumph,sector 104,2.65,3150.0,8413.0,Super Built up area 3150(292.64 sq.m.)Carpet area: 2650 sq.ft. (246.19 sq.m.),4,4,3+,14.0,East,Relatively New,3150.0,,2650.0,0,1,0,0,0,1,21,787.5
flat,shapoorji pallonji joyville gurugram,sector 102,2.5,1786.0,13998.0,Super Built up area 1827(169.73 sq.m.),3,3,3,15.0,,Undefined,1827.0,,,0,0,0,0,0,2,151,595.3333333333334
flat,central park resorts,sector 48,11.25,3980.0,28266.0,Carpet area: 3980 (369.75 sq.m.),4,5,3+,2.0,North-West,Relatively New,,,3980.0,0,1,0,1,0,2,45,995.0
flat,ireo the grand arch,sector 58,4.0,2164.0,18484.0,Super Built up area 2164(201.04 sq.m.),3,4,3,5.0,North-West,Old Property,2164.0,,,0,1,0,0,0,1,49,721.3333333333334
flat,cghs airport apartment,sector 47,1.65,2100.0,7857.0,Super Built up area 2100(195.1 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),3,3,3,1.0,North-East,Old Property,2100.0,,1720.0,0,0,0,0,1,1,136,700.0
flat,breez global hill view,sohna road,0.35,554.0,6318.0,Carpet area: 554.16 (51.48 sq.m.),2,2,2,14.0,West,New Property,,,554.1255719999999,0,0,0,0,0,2,53,277.0
house,rattan garden,sector 7,1.3,963.0,13499.0,Built Up area: 963 (89.47 sq.m.),2,3,2,3.0,not available,Old Property,,963.0,,0,0,0,0,0,2,0,481.5
house,independent,sector 26,4.0,1350.0,29630.0,Plot area 150(125.42 sq.m.),4,4,3,2.0,North,Old Property,,1350.0,,0,0,1,0,0,2,41,337.5
flat,bptp terra,sector 37d,1.65,1877.0,8791.0,Super Built up area 1877(174.38 sq.m.),3,3,2,15.0,East,Relatively New,1877.0,,,0,0,0,0,0,2,116,625.6666666666666
flat,smart world orchard,sector 61,2.2,1549.0,14203.0,Carpet area: 1549 (143.91 sq.m.),3,3,2,4.0,North,New Property,,,1549.0,0,0,0,0,0,2,152,516.3333333333334
flat,pareena coban residences,sector 99a,1.1,1550.0,7097.0,Super Built up area 1550(144 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,9.0,North-East,New Property,1550.0,,1200.0,1,0,0,0,0,2,88,775.0
flat,ss the leaf,sector 85,1.15,961.0,11967.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1263 sq.ft. (117.34 sq.m.)Carpet area: 961 sq.ft. (89.28 sq.m.),2,2,3,20.0,North-East,Relatively New,1741.0,1263.0,961.0,0,0,0,1,0,2,107,480.5
flat,m3m woodshire,sector 107,0.75,1366.0,5490.0,Super Built up area 1366(126.91 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2,2,3+,14.0,West,Relatively New,1366.0,,1050.0,0,0,0,1,0,2,174,683.0
flat,bestech altura,sector 79,2.69,2152.0,12500.0,Super Built up area 2150(199.74 sq.m.),3,4,3+,3.0,,New Property,2150.0,,,0,1,0,0,0,2,49,717.3333333333334
flat,pioneer park,sector 61,1.6,1380.0,11594.0,Carpet area: 1380 (128.21 sq.m.),2,2,2,21.0,,Relatively New,,,1380.0,0,1,0,0,0,2,105,690.0
house,independent,sector 23,5.1,3078.0,16569.0,Plot area 342(285.96 sq.m.)Built Up area: 125 sq.yards (104.52 sq.m.)Carpet area: 100 sq.yards (83.61 sq.m.),3,2,,1.0,East,Old Property,,125.0,100.0,0,0,0,0,1,2,27,1026.0
flat,signature global city 92,sector 92,0.78,700.0,11143.0,Super Built up area 1010(93.83 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,3,2.0,,Undefined,1010.0,,700.0,0,0,0,0,1,2,24,350.0
flat,indiabulls enigma,sector 110,4.1,3880.0,10567.0,Super Built up area 3880(360.46 sq.m.)Built Up area: 3500 sq.ft. (325.16 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),5,5,2,10.0,East,Relatively New,3880.0,3500.0,3000.0,0,1,0,0,0,2,159,776.0
house,independent,sector 54,3.75,1440.0,26042.0,Plot area 160(14.86 sq.m.),4,4,3,3.0,East,Moderately Old,,160.0,,0,1,0,0,0,1,13,360.0
house,independent,sector 3,0.55,750.0,7333.0,Built Up area: 750 (69.68 sq.m.),1,1,,1.0,not available,Undefined,,750.0,,0,0,0,0,0,2,0,750.0
flat,orchid petals,sector 49,1.95,1955.0,9974.0,Super Built up area 1805(167.69 sq.m.),3,3,3,2.0,East,Old Property,1805.0,,,0,0,0,0,0,1,90,651.6666666666666
flat,conscient heritage max,sector 102,1.82,1942.0,9372.0,Super Built up area 1942(180.42 sq.m.),3,4,3+,15.0,East,Moderately Old,1942.0,,,0,1,0,0,0,2,125,647.3333333333334
flat,suncity avenue,sector 102,0.48,532.0,9023.0,Super Built up area 632(58.71 sq.m.)Carpet area: 532 sq.ft. (49.42 sq.m.),2,2,1,5.0,North-East,Relatively New,632.0,,532.0,0,0,1,0,0,2,159,266.0
flat,the close north,sector 50,2.35,2093.0,11228.0,Super Built up area 2093(194.45 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,3,3,8.0,North-East,Moderately Old,2093.0,2000.0,1850.0,0,0,1,0,0,1,149,697.6666666666666
flat,emaar gurgaon greens,sector 102,1.45,1650.0,8788.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,3,3,8.0,North-East,Relatively New,1650.0,1300.0,1100.0,0,1,0,0,0,2,49,550.0
flat,signature global solera,sector 107,0.3,489.0,6135.0,Super Built up area 602(55.93 sq.m.)Carpet area: 489 sq.ft. (45.43 sq.m.),2,2,1,5.0,East,Relatively New,602.0,,489.0,0,0,0,0,0,2,57,244.5
flat,puri the aravallis,sector 61,3.9,1174.0,33220.0,Carpet area: 1249.65 (116.1 sq.m.),3,4,3+,33.0,South,Undefined,,,1249.68879,0,1,0,0,0,2,158,391.3333333333333
flat,ireo the grand arch,sector 58,2.2,1375.0,16000.0,Super Built up area 1375(127.74 sq.m.),2,2,2,6.0,North-East,Relatively New,1375.0,,,0,0,0,0,0,2,42,687.5
house,ashok vihar phase 3 gurgaon,sector 3 phase 3 extension,0.95,1070.0,8879.0,Plot area 1070(99.41 sq.m.),4,3,2,1.0,East,Old Property,,1070.0,,0,0,0,0,0,2,8,267.5
flat,mvn athens,sohna road,0.25,681.0,3671.0,Built Up area: 681 (63.27 sq.m.)Carpet area: 581 sq.ft. (53.98 sq.m.),2,2,1,11.0,,Relatively New,,681.0,581.0,0,0,0,0,0,1,67,340.5
house,independent,sector 46,5.5,2385.0,23061.0,Plot area 265(221.57 sq.m.),8,8,3+,3.0,not available,Moderately Old,,2385.0,,1,0,0,0,1,1,32,298.125
flat,ss the leaf,sector 85,1.1,1150.0,9565.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2,2,3,10.0,West,Relatively New,1640.0,1600.0,1150.0,0,0,0,1,0,2,150,575.0
flat,orris carnation residency,sector 85,0.55,950.0,5789.0,Super Built up area 1115(103.59 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2,2,2,5.0,North-East,Relatively New,1115.0,1050.0,950.0,0,0,0,0,1,2,174,475.0
house,independent,sector 17,3.5,1440.0,24306.0,Built Up area: 160 (14.86 sq.m.),2,6,3+,3.0,North-West,Undefined,,160.0,,0,0,0,0,0,2,0,720.0
flat,ireo skyon,sector 60,2.15,921.0,23344.0,Super Built up area 1524(141.58 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 921 sq.ft. (85.56 sq.m.),2,3,2,5.0,East,Relatively New,1524.0,1250.0,921.0,0,1,0,0,0,1,49,460.5
house,suncity essel towers,sector 28,6.0,2700.0,22222.0,Plot area 300(250.84 sq.m.),4,4,3+,3.0,East,Old Property,,2700.0,,1,0,0,0,0,1,89,675.0
flat,emaar gurgaon greens,sector 102,1.54,1650.0,9333.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,12.0,North-East,Relatively New,1650.0,,1022.58,0,1,0,0,0,2,61,550.0
flat,supertech araville,sector 79,0.8,1519.0,5267.0,Carpet area: 1519 (141.12 sq.m.),2,2,2,12.0,,New Property,,,1519.0,1,0,0,0,0,2,49,759.5
flat,breez global hill view,sohna road,0.3,555.0,5405.0,Super Built up area 655(60.85 sq.m.)Carpet area: 555 sq.ft. (51.56 sq.m.),2,2,2,6.0,North-East,New Property,655.0,,555.0,0,0,0,0,0,2,109,277.5
house,independent,sector 7,0.53,900.0,5889.0,Built Up area: 900 (83.61 sq.m.),2,2,,1.0,not available,Undefined,,900.0,,0,0,0,0,0,2,0,450.0
house,independent,sector 23,5.65,3191.0,17706.0,Plot area 342(285.96 sq.m.)Built Up area: 5000 sq.yards (4180.64 sq.m.)Carpet area: 4000 sq.yards (3344.51 sq.m.),7,7,3+,2.0,West,Moderately Old,,5000.0,4000.0,0,1,0,1,0,2,68,455.85714285714283
flat,shree vardhman victoria,sector 70,1.64,1950.0,8410.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,8.0,North-East,Relatively New,1950.0,,1161.0,0,1,0,0,0,2,126,650.0
house,independent,sector 7,0.95,450.0,21111.0,Plot area 450(41.81 sq.m.),2,1,1,3.0,not available,New Property,,450.0,,0,0,0,0,0,2,15,225.0
house,independent,sector 8,0.62,550.0,11273.0,Built Up area: 550 (51.1 sq.m.),3,1,,2.0,not available,Undefined,,550.0,,0,0,0,0,0,2,0,183.33333333333334
flat,krisumi waterfall residences,sector 36a,2.2,1479.0,14875.0,Super Built up area 1479(137.4 sq.m.),2,2,2,23.0,North,New Property,1479.0,,,0,0,0,0,0,2,15,739.5
flat,emaar mgf the palm drive,sector 66,3.45,2200.0,15682.0,Super Built up area 2200(204.39 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,4,3,6.0,East,Relatively New,2200.0,2000.0,1800.0,0,1,0,0,0,1,95,733.3333333333334
flat,tata primanti,sector 72,5.0,4500.0,11111.0,Built Up area: 4500 (418.06 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,4,3+,2.0,North-East,Moderately Old,,4500.0,3500.0,1,1,0,1,1,1,174,1125.0
flat,mapsko royale ville,sector 82,1.15,1790.0,6425.0,Super Built up area 1790(166.3 sq.m.),3,4,2,15.0,North-East,Relatively New,1790.0,,,0,1,0,1,0,1,104,596.6666666666666
flat,m3m soulitude,sector 89,1.25,1423.0,8784.0,Super Built up area 1423(132.2 sq.m.),3,3,3,3.0,East,New Property,1423.0,,,1,0,0,0,1,2,61,474.3333333333333
house,independent,sector 3,0.37,467.0,7923.0,Built Up area: 480 (44.59 sq.m.),1,1,1,1.0,not available,Relatively New,,480.0,,0,0,0,0,0,2,0,467.0
flat,ss the leaf,sector 85,1.11,1620.0,6852.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),2,2,3,8.0,North,Relatively New,1640.0,1630.0,1620.0,0,0,1,0,0,2,174,810.0
flat,micasa sec 68,sohna road road,1.5,1225.0,12245.0,Carpet area: 1225 (113.81 sq.m.),2,2,3,11.0,,New Property,,,1225.0,0,0,0,0,0,2,44,612.5
flat,tarc maceo,sector 91,0.89,1404.0,6339.0,Super Built up area 1404(130.44 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3+,9.0,East,Relatively New,1404.0,,1200.0,0,0,0,0,1,1,13,702.0
flat,corona optus,sector 37c,1.44,1990.0,7236.0,Super Built up area 1990(184.88 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3+,2.0,North-West,Relatively New,1990.0,,1600.0,1,1,0,0,1,2,49,663.3333333333334
flat,zara aavaas,sector 104,0.4,569.0,7030.0,Super Built up area 568.46(52.81 sq.m.),2,2,1,4.0,North,Relatively New,568.46,,,0,0,0,0,0,2,52,284.5
house,independent,sector 2,2.55,1557.0,16378.0,Plot area 173(144.65 sq.m.),3,3,2,2.0,South,Old Property,,1557.0,,0,0,0,0,0,2,8,519.0
flat,ats tourmaline,sector 109,1.75,2150.0,8140.0,Super Built up area 2150(199.74 sq.m.),3,4,3+,9.0,North-East,Relatively New,2150.0,,,0,1,0,0,0,2,94,716.6666666666666
house,dlf new town heights,sector 86,2.5,3542.0,7058.0,Plot area 3400(315.87 sq.m.),4,4,3+,3.0,East,Moderately Old,,3400.0,,1,1,1,1,0,1,142,885.5
flat,ansal heights 86,sector 86,0.9,1690.0,5325.0,Built Up area: 1690 (157.01 sq.m.),3,3,2,10.0,,New Property,,1690.0,,0,0,0,0,0,2,29,563.3333333333334
house,independent,sector 7,2.43,1632.0,14890.0,Plot area 181.33(151.61 sq.m.)Built Up area: 345 sq.yards (288.46 sq.m.),4,4,2,3.0,South-West,Old Property,,345.0,,1,0,1,1,0,2,38,408.0
flat,ambience creacions,sector 22,2.4,1380.0,17391.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,2,8.0,South-East,Relatively New,1380.0,1200.0,900.0,0,0,0,0,1,0,112,690.0
house,independent,sector 46,4.25,1836.0,23148.0,Plot area 204(170.57 sq.m.),5,4,2,3.0,North-East,Moderately Old,,1836.0,,0,0,1,0,0,1,57,367.2
flat,tulip violet,sector 69,3.1,3156.0,9823.0,Super Built up area 3156(293.2 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4,6,3+,14.0,North,Relatively New,3156.0,,2500.0,0,1,0,1,0,2,174,789.0
flat,dlf regal gardens,sector 90,1.26,1650.0,7636.0,Super Built up area 1744(162.02 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.),3,3,2,12.0,North,Relatively New,1744.0,1650.0,,0,0,0,0,1,2,8,550.0
